,DEC_LAT,DEC_LONG,DRINKING_DRIVER,CELL_PHONE,RUNNING_RED_LT,AGGRESSIVE_DRIVING,DISTRACTED,DRUGGED_DRIVER,ILLEGAL_DRUG_RELATED,RUNNING_STOP_SIGN,NEIGHBORHOOD
193994,40.4621,-79.9618,0,0,0,0,0,0,0,0,Lower Lawrenceville
193996,40.488,-79.9209,0,0,0,1,0,0,0,0,Morningside
193997,40.3949,-79.9866,1,0,0,0,0,0,0,0,Carrick
193998,40.43,-79.9886,0,0,0,0,0,0,0,0,South Side Flats
194003,40.4356,-79.9946,0,0,0,0,0,0,0,0,Bluff
194005,40.4646,-79.9386,0,0,0,1,1,0,0,0,Garfield
194009,40.4529,-79.9207,0,0,0,1,0,0,0,0,Point Breeze
194011,40.4422,-80.0089,1,0,0,1,0,0,0,0,Central Business District
194014,40.4255,-79.9856,0,0,0,0,0,0,0,0,South Side Slopes
194015,40.4646,-79.9339,0,0,0,0,0,0,0,0,Garfield
194023,40.4622,-79.9696,0,0,0,1,0,0,0,0,Strip District
194025,40.4551,-79.8949,0,0,0,1,0,0,0,0,Homewood South
194032,40.4515,-80.0275,0,0,0,0,0,0,0,0,Manchester
194033,40.4754,-79.9246,0,0,0,1,0,0,0,0,Highland Park
194034,40.4138,-80.0094,0,0,0,1,0,0,0,0,Bon Air
194036,40.4436,-80.0267,0,0,0,0,0,0,0,0,South Shore
194041,40.4632,-79.9299,0,0,0,1,0,0,0,0,East Liberty
194043,40.3953,-79.9974,0,0,0,1,0,0,0,0,Overbrook
194052,40.4968,-80.0113,1,0,0,0,0,0,0,0,Summer Hill
194053,40.4921,-79.8951,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
194058,40.4549,-79.9456,0,0,0,1,0,0,0,0,Bloomfield
194059,40.4804,-80.0263,0,0,0,0,1,0,0,0,Marshall-Shadeland
194069,40.4322,-79.9353,0,0,0,0,0,0,0,0,Squirrel Hill South
194070,40.4635,-79.9489,0,0,0,1,0,0,0,0,Bloomfield
194071,40.4513,-79.9838,0,0,0,1,0,0,0,0,Strip District
194073,40.379,-79.9239,0,0,0,1,0,0,0,0,Lincoln Place
194075,40.4255,-79.909,0,0,0,1,0,0,0,0,Squirrel Hill South
194076,40.4229,-80.0305,0,0,0,1,0,0,0,0,Ridgemont
194078,40.4445,-80.0281,0,0,0,1,0,0,0,0,Elliott
194079,40.4371,-79.955,1,0,0,0,0,0,0,0,Central Oakland
194081,40.434,-80.0071,0,0,0,1,0,0,0,0,South Shore
194084,40.4382,-79.996,0,0,0,0,0,0,0,0,Central Business District
194085,40.4537,-79.9994,0,0,0,0,0,0,0,0,East Allegheny
194086,40.4442,-80.0281,0,0,0,1,0,0,0,0,West End
194088,40.4549,-80.0022,0,0,0,0,0,0,0,0,East Allegheny
194090,40.4195,-79.9942,0,0,0,0,0,0,0,0,Allentown
194092,40.4758,-80.0311,0,0,0,1,0,0,0,0,Marshall-Shadeland
194093,40.4734,-79.9351,0,0,0,0,0,0,0,0,Stanton Heights
194099,40.3962,-79.9981,0,0,0,0,0,0,0,0,Carrick
194108,40.4388,-79.9909,0,0,0,0,0,0,0,0,Bluff
194109,40.4363,-80.0263,1,0,0,0,0,0,0,0,Duquesne Heights
194110,40.4626,-79.9508,0,0,0,1,0,0,0,0,Bloomfield
194113,40.4341,-79.9864,0,0,0,1,0,0,0,0,Bluff
194116,40.4646,-79.9401,0,0,0,1,0,0,0,0,Bloomfield
194121,40.4223,-80.0039,0,0,0,0,0,0,0,0,Mount Washington
194128,40.4903,-79.8849,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
194131,40.4497,-80.0251,0,0,0,0,0,0,0,0,Chateau
194132,40.4343,-79.9522,0,0,0,0,0,0,0,0,Central Oakland
194137,40.4474,-79.936,0,0,0,0,1,0,0,0,Squirrel Hill North
194145,40.3866,-80.01,0,0,0,0,0,0,0,0,Brookline
194148,40.3845,-79.9863,0,0,0,0,0,0,0,0,Carrick
194149,40.4353,-79.9466,0,0,0,0,0,0,0,0,Squirrel Hill South
194151,40.4343,-79.9903,0,0,0,0,0,0,0,0,Bluff
194152,40.4275,-79.9533,0,0,0,0,0,0,0,0,South Oakland
194154,40.4824,-79.8929,0,0,0,0,0,0,0,0,Lincoln-Lemington-Belmar
194157,40.454,-79.9124,0,0,0,1,0,0,0,0,Point Breeze
194162,40.4487,-80.0239,0,0,0,0,0,0,0,0,Chateau
194166,40.4285,-79.9558,0,0,0,1,0,0,0,0,South Oakland
194177,40.4267,-79.9183,0,0,0,0,0,0,0,0,Squirrel Hill South
194179,40.4562,-79.8787,0,0,0,0,0,0,0,0,East Hills
194180,40.4495,-79.9986,0,0,0,1,0,0,0,0,North Shore
194182,40.4193,-79.9227,0,0,0,0,0,0,0,0,Squirrel Hill South
194184,40.4408,-79.9959,0,0,0,0,0,0,0,0,Central Business District
194188,40.4352,-80.0095,0,0,0,0,0,0,0,0,South Shore
194189,40.4548,-79.9688,0,0,0,0,0,0,0,0,Bedford Dwellings
194192,40.4489,-80.0246,0,0,0,1,0,0,0,0,Chateau
194197,40.4789,-80.043,1,0,0,1,0,0,0,0,Brighton Heights
194200,40.4142,-80.0095,0,0,0,0,1,0,0,0,Beltzhoover
194204,40.4593,-79.999,0,0,0,1,0,0,0,0,Spring Hill-City View
194205,40.4583,-79.9338,0,0,0,0,1,0,0,0,East Liberty
194206,40.4553,-79.9442,0,0,0,0,1,0,0,0,Bloomfield
194208,40.4654,-79.9567,0,0,0,1,0,0,0,0,Bloomfield
194211,40.4156,-80.0111,0,0,0,0,0,0,0,0,Mount Washington
194213,40.4659,-79.9228,0,0,0,0,0,0,0,0,East Liberty
194214,40.4514,-79.8861,0,0,0,0,0,0,0,0,Homewood South
194216,40.4428,-79.9914,0,0,0,1,0,0,0,0,Crawford-Roberts
194221,40.397,-80.0297,0,0,0,1,0,0,0,0,Brookline
194224,40.4411,-79.9759,0,0,0,0,0,0,0,0,Terrace Village
194225,40.4197,-79.9283,0,0,0,1,0,0,0,0,Greenfield
194226,40.4498,-79.9296,0,0,0,1,0,0,0,0,Squirrel Hill North
194227,40.3873,-79.9839,0,0,0,0,1,0,0,0,Carrick
194228,40.4537,-79.9933,0,0,0,1,1,0,0,0,North Shore
194229,40.4878,-79.9201,0,0,0,1,1,0,0,0,Morningside
194233,40.4469,-79.9903,0,0,0,0,0,0,0,0,Strip District
194234,40.4245,-79.9886,0,0,0,0,0,0,0,0,Allentown
194237,40.3849,-79.9332,0,0,0,0,0,0,0,0,Hays
194239,40.4105,-79.9259,0,0,0,1,0,0,0,0,Hazelwood
194241,40.4482,-79.9869,0,0,0,0,1,0,0,0,Strip District
194242,40.4294,-79.9991,0,0,0,0,0,0,0,0,South Side Slopes
194245,40.4672,-79.8902,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
194247,40.4361,-79.9645,0,0,0,1,0,0,0,0,South Oakland
194248,40.4414,-79.9923,0,0,0,0,0,0,0,0,Central Business District
194249,40.4211,-80.0009,0,0,0,0,0,0,0,0,Beltzhoover
194250,40.4169,-80.0314,0,0,0,0,0,0,0,0,Banksville
194252,40.4105,-80.0063,0,0,0,0,0,0,0,0,Bon Air
194254,40.4071,-79.9433,0,0,0,0,0,0,0,0,Hazelwood
194255,40.4075,-79.941,0,0,0,0,0,0,0,0,Hazelwood
194257,40.4857,-79.911,0,0,0,1,0,0,0,0,Highland Park
194259,40.426,-79.8976,0,0,0,0,0,0,0,0,Swisshelm Park
194267,40.4324,-80.0276,0,0,0,0,0,0,0,0,Duquesne Heights
194270,40.4213,-79.9723,0,0,0,0,0,0,0,0,South Side Slopes
194277,40.4749,-80.0064,0,0,0,1,0,0,0,0,Northview Heights
194278,40.4488,-80.0208,0,0,0,0,0,0,0,0,Chateau
194284,40.428,-79.927,0,0,0,1,0,0,0,0,Squirrel Hill South
194289,40.4741,-80.0393,0,0,0,1,0,0,0,0,Brighton Heights
194291,40.4144,-79.9886,0,0,0,1,0,0,0,0,Knoxville
194295,40.4071,-80.027,0,0,0,0,0,0,0,0,Beechview
194297,40.4483,-80.0105,0,0,0,0,1,0,0,0,North Shore
194299,40.4564,-79.9641,0,0,0,0,0,0,0,0,Polish Hill
194302,40.4792,-80.0076,0,0,0,1,0,0,0,0,Northview Heights
194318,40.4271,-79.9197,0,0,0,1,0,0,0,0,Squirrel Hill South
194320,40.4417,-80.0353,0,0,0,0,1,0,0,0,West End
194321,40.4616,-79.949,0,0,0,0,0,0,0,0,Bloomfield
194327,40.4376,-80.0139,1,0,0,1,0,0,0,0,Mount Washington
194329,40.4337,-79.9637,0,0,0,0,0,0,0,0,South Oakland
194330,40.4317,-79.9528,0,0,0,1,0,0,0,1,South Oakland
194331,40.4101,-79.9599,0,0,0,1,0,0,0,0,Arlington
194332,40.3809,-80.0018,0,0,0,0,0,0,0,0,Overbrook
194334,40.4733,-79.9609,0,0,0,0,0,0,0,0,Central Lawrenceville
194336,40.4441,-79.9279,0,0,0,0,1,0,0,0,Squirrel Hill North
194338,40.4489,-80.023,0,0,0,0,0,0,0,0,Chateau
194344,40.4555,-79.9665,0,0,0,0,0,0,0,0,Bedford Dwellings
194348,40.4697,-79.9302,0,0,0,0,0,0,0,0,Garfield
194352,40.4257,-79.942,0,1,0,0,1,0,0,0,Greenfield
194356,40.4439,-80.0552,0,0,0,0,0,0,0,0,Crafton Heights
194358,40.4451,-80.039,0,0,0,1,0,0,0,0,Elliott
194359,40.4441,-79.988,0,0,0,0,0,0,0,0,Crawford-Roberts
194361,40.465,-79.9429,0,0,0,0,0,0,0,0,Garfield
194367,40.4265,-80.0308,0,0,0,1,0,0,0,0,Beechview
194369,40.4455,-79.9717,0,0,0,0,0,0,0,0,Middle Hill
194373,40.4408,-79.9959,0,0,0,0,0,0,0,0,Central Business District
194374,40.4276,-79.9499,0,0,0,1,0,0,0,0,Greenfield
194375,40.4324,-80.0236,0,0,0,1,0,0,0,0,Duquesne Heights
194376,40.439,-80.0074,0,0,0,1,0,0,0,0,Central Business District
194377,40.4294,-79.9568,0,0,0,1,0,0,0,0,South Oakland
194378,40.4079,-80.0255,1,0,0,1,0,1,0,0,Beechview
194382,40.4571,-79.9258,0,0,0,1,0,0,0,0,Shadyside
194387,40.4574,-79.9008,0,0,0,0,0,0,0,0,Homewood South
194388,40.4608,-79.9683,0,0,0,0,1,0,0,0,Polish Hill
194396,40.4256,-79.9665,0,0,0,0,0,0,0,0,South Side Flats
194397,40.4399,-79.9942,0,0,0,1,0,0,0,0,Central Business District
194398,40.4342,-79.9276,0,0,0,0,0,0,0,0,Squirrel Hill South
194399,40.4273,-79.9071,0,0,0,0,1,0,0,0,Squirrel Hill South
194405,40.4008,-80.0432,0,0,0,1,0,0,0,0,Banksville
194407,40.4614,-79.9691,0,0,0,0,0,0,0,0,Strip District
194409,40.4362,-79.9644,0,0,0,0,0,0,0,0,South Oakland
194411,40.4603,-80.018,1,0,0,0,0,0,0,0,Perry South
194418,40.4198,-80.0132,0,0,0,0,0,0,0,0,Mount Washington
194420,40.4375,-80.0137,0,0,0,1,0,0,0,0,Mount Washington
194425,40.4382,-79.996,0,0,0,0,0,0,0,0,Central Business District
194427,40.4492,-80.0035,0,0,0,0,1,0,0,0,North Shore
194434,40.4169,-80.0144,0,0,0,1,0,0,0,0,Mount Washington
194435,40.458,-79.964,1,0,0,0,0,0,0,0,Polish Hill
194436,40.3769,-79.9267,0,0,0,0,0,0,0,0,Lincoln Place
194442,40.4013,-79.94,0,0,0,0,1,0,0,0,Hazelwood
194444,40.4378,-79.9946,0,0,0,0,0,0,0,0,Central Business District
194445,40.4259,-79.9861,0,0,0,0,0,0,0,0,South Side Flats
194448,40.4321,-79.935,0,0,0,0,0,0,0,0,Squirrel Hill South
194453,40.4572,-79.9377,0,0,0,1,0,0,0,0,Bloomfield
194454,40.4206,-80.0322,0,0,0,1,0,0,0,0,Ridgemont
194456,40.4512,-79.9305,0,0,0,1,0,0,0,0,Shadyside
194460,40.4896,-80.0184,0,0,0,0,0,0,0,0,Perry North
194461,40.4036,-80.0405,0,0,0,1,0,0,0,0,Banksville
194463,40.4611,-79.9275,0,0,0,1,0,0,0,0,East Liberty
194468,40.4446,-79.9757,0,0,0,0,0,0,0,0,Middle Hill
194469,40.4102,-79.9955,0,0,0,0,1,0,0,0,Knoxville
194473,40.4267,-79.9764,0,0,0,1,0,0,0,0,South Side Flats
194477,40.3982,-80.0267,1,0,0,1,0,0,0,0,Beechview
194478,40.4381,-79.9236,0,0,0,1,0,0,0,0,Squirrel Hill North
194480,40.4715,-79.9616,0,0,0,1,0,0,0,1,Central Lawrenceville
194481,40.4376,-79.9827,0,0,0,1,0,0,0,0,Bluff
194483,40.432,-79.9594,0,0,0,1,0,0,0,0,South Oakland
194485,40.4922,-79.8954,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
194488,40.4573,-79.909,0,0,1,1,0,0,0,0,Homewood West
194490,40.427,-79.9627,0,0,0,1,0,0,0,0,South Side Flats
194491,40.4793,-80.0429,0,0,0,1,0,0,0,0,Brighton Heights
194496,40.4664,-79.9783,0,0,0,0,0,0,0,0,Troy Hill
194499,40.4205,-79.9491,0,0,0,1,0,0,0,0,Hazelwood
194501,40.3965,-79.9984,0,0,0,0,0,0,0,0,Brookline
194503,40.4168,-79.9152,0,0,0,0,0,0,0,0,Swisshelm Park
194505,40.426,-79.9976,0,0,0,0,0,0,0,0,Mount Washington
194506,40.382,-79.9764,0,0,0,0,1,0,0,0,Carrick
194513,40.4256,-79.9056,0,0,0,1,0,0,0,0,Swisshelm Park
194518,40.4341,-79.9654,0,0,0,0,0,0,0,0,South Oakland
194521,40.4468,-79.9679,0,0,0,1,0,0,0,0,Terrace Village
194522,40.4286,-79.9356,0,0,0,1,0,0,0,0,Greenfield
194524,40.4801,-80.0411,0,0,0,0,0,0,0,0,Brighton Heights
194528,40.4402,-80.0095,0,0,0,1,0,0,0,0,Central Business District
194529,40.4409,-80.0093,0,0,0,1,0,0,0,0,Central Business District
194530,40.4172,-79.9745,0,0,0,0,0,0,0,0,Arlington
194532,40.4388,-79.9909,0,0,0,0,0,0,0,0,Bluff
194535,40.4395,-80.0094,0,0,0,0,0,0,0,0,Central Business District
194536,40.4534,-79.9792,0,0,0,1,0,0,0,0,Strip District
194538,40.4491,-79.9854,0,0,0,1,0,0,0,0,Strip District
194539,40.4144,-79.9905,0,0,0,1,0,0,0,1,Knoxville
194540,40.4627,-80.0518,0,0,0,1,0,0,0,0,Esplen
194541,40.4526,-79.9676,0,0,0,0,1,0,0,0,Middle Hill
194542,40.4022,-80.0216,0,0,0,1,0,0,0,0,Beechview
194543,40.4609,-79.9152,0,0,0,1,0,0,0,0,Larimer
194544,40.4301,-79.999,0,0,0,0,0,0,0,0,South Shore
194546,40.4283,-79.9281,0,0,0,1,0,1,1,0,Greenfield
194548,40.4422,-80.0088,0,0,0,1,0,0,0,0,Central Business District
194552,40.483,-80.0356,0,0,0,1,0,0,0,0,Brighton Heights
194554,40.3773,-80.0042,0,0,0,1,0,0,0,0,Overbrook
194558,40.4514,-80.0545,0,0,0,0,0,0,0,0,Crafton Heights
194563,40.4544,-79.9778,0,0,0,0,0,0,0,0,Strip District
194564,40.4285,-79.9755,0,0,0,1,0,0,0,0,South Side Flats
194565,40.4552,-79.9541,0,0,0,0,0,0,0,0,North Oakland
194566,40.4509,-79.965,0,0,0,1,0,0,0,0,Middle Hill
194568,40.397,-79.9892,0,0,0,1,0,0,0,1,Carrick
194569,40.4541,-79.9968,0,0,1,1,0,0,0,0,East Allegheny
194570,40.4561,-79.9648,0,0,0,0,0,0,0,0,Polish Hill
194571,40.41,-79.9607,0,0,0,0,1,0,0,0,Arlington
194575,40.384,-79.9896,0,0,0,0,0,0,0,0,Overbrook
194578,40.4587,-79.908,1,0,0,0,0,0,0,0,Homewood West
194583,40.4486,-80.0023,0,0,1,1,0,0,0,0,North Shore
194584,40.4028,-79.9419,0,0,0,0,0,0,0,0,Hazelwood
194585,40.4163,-80.0009,0,0,0,0,0,0,0,0,Beltzhoover
194586,40.4558,-79.9921,0,0,0,1,0,0,0,0,Troy Hill
194590,40.4379,-79.991,0,0,0,0,0,0,0,0,Bluff
194593,40.4294,-79.9377,0,0,0,0,0,0,0,0,Squirrel Hill South
194594,40.4172,-79.9745,0,0,0,0,0,0,0,0,Arlington
194595,40.3654,-79.9122,1,0,0,0,0,0,0,0,Lincoln Place
194596,40.4248,-79.9846,0,0,0,0,0,0,0,0,South Side Slopes
194600,40.4768,-80.0068,0,0,0,1,0,0,0,0,Northview Heights
194602,40.4506,-79.9512,0,0,0,0,0,0,0,0,North Oakland
194605,40.4534,-80.0533,0,0,0,0,1,0,0,0,Sheraden
194607,40.4781,-80.0074,0,0,0,1,0,0,0,0,Northview Heights
194609,40.4175,-79.9693,0,0,0,0,0,0,0,0,South Side Slopes
194615,40.4908,-79.8855,0,0,0,1,0,0,0,0,Lincoln-Lemington-Belmar
194617,40.3762,-80.0048,0,0,0,0,0,0,0,0,Overbrook
194618,40.4263,-79.8939,0,0,0,0,0,0,0,0,Swisshelm Park
194619,40.4286,-79.9367,0,0,0,0,0,0,0,0,Squirrel Hill South
194629,40.4505,-79.9499,0,0,0,1,0,0,0,0,North Oakland
194632,40.3913,-79.9868,0,0,0,0,0,0,0,0,Carrick
194633,40.4508,-80.0029,0,0,0,1,0,0,0,0,Allegheny Center
194635,40.455,-80.029,0,0,0,1,0,0,0,0,Chateau
194636,40.4587,-79.9983,0,0,0,0,0,0,0,0,East Allegheny
194640,40.4384,-79.994,0,0,0,1,0,0,0,0,Bluff
194645,40.456,-80.0025,0,0,0,0,0,0,0,0,East Allegheny
194648,40.4553,-80.0302,0,0,0,1,0,0,0,0,Chateau
194649,40.4561,-79.8993,0,0,0,1,0,0,0,0,Homewood South
194651,40.4782,-79.9558,0,0,0,1,0,0,0,0,Central Lawrenceville
194653,40.4576,-79.9739,0,0,0,0,0,0,0,0,Strip District
194655,40.4412,-80.0402,1,0,0,0,0,0,0,0,Elliott
194657,40.4577,-79.9954,0,0,0,0,0,0,0,0,East Allegheny
194658,40.3869,-79.9828,0,0,0,1,0,0,0,0,Carrick
194659,40.4193,-79.9227,0,0,0,1,0,0,0,0,Squirrel Hill South
194662,40.4273,-79.9679,0,0,0,1,0,0,0,0,South Side Flats
194663,40.4384,-79.9941,0,0,0,0,0,0,0,0,Bluff
194675,40.4492,-79.9013,0,0,0,0,0,0,0,0,Point Breeze North
194676,40.3962,-79.9981,0,0,0,1,0,0,0,0,Carrick
194677,40.4379,-80.0023,0,0,0,1,0,0,0,0,Central Business District
194678,40.4515,-79.9203,0,0,0,0,0,0,0,0,Squirrel Hill North
194679,40.4371,-79.963,0,0,0,1,0,0,0,0,South Oakland
194680,40.4894,-80.0169,0,0,0,1,0,0,0,0,Perry North
194685,40.4599,-79.9712,0,0,0,0,1,0,0,0,Strip District
194686,40.4562,-80.03,0,0,0,0,0,1,1,0,Chateau
194687,40.4223,-80.0038,0,0,0,0,0,0,0,0,Mount Washington
194688,40.426,-80.0203,0,0,0,0,1,0,0,0,Duquesne Heights
194694,40.4599,-80.0312,0,0,0,0,0,0,0,0,Chateau
194697,40.4405,-79.9602,0,0,0,1,0,0,0,0,Central Oakland
194701,40.4636,-79.953,0,0,0,0,1,0,0,0,Bloomfield
194703,40.3998,-79.9359,0,0,0,0,0,0,0,0,Hazelwood
194705,40.419,-79.9261,0,0,0,1,0,0,0,0,Squirrel Hill South
194707,40.3967,-79.9877,0,0,0,0,0,0,0,0,Carrick
194709,40.4348,-79.9732,0,0,0,1,0,0,0,0,South Oakland
194710,40.4385,-80.0267,1,0,0,0,0,0,0,0,Duquesne Heights
194711,40.4583,-79.9595,0,0,0,0,0,0,0,0,Polish Hill
194712,40.4031,-79.942,0,0,0,0,1,0,0,0,Hazelwood
194713,40.4586,-79.9575,0,0,0,0,0,0,0,0,Polish Hill
194716,40.4584,-79.9631,1,0,0,0,0,0,0,0,Polish Hill
194720,40.4604,-79.969,0,0,0,1,0,0,0,0,Strip District
194726,40.486,-79.9137,0,0,0,1,0,0,0,0,Highland Park
194729,40.4488,-79.9875,0,0,0,1,0,0,0,0,Strip District
194734,40.4498,-79.9296,0,0,0,0,0,0,0,0,Squirrel Hill North
194736,40.454,-79.9124,0,0,0,1,0,0,0,0,Point Breeze
194739,40.4411,-79.9576,0,0,0,0,1,0,0,0,Central Oakland
194741,40.4716,-79.8988,0,0,0,0,1,0,0,0,Lincoln-Lemington-Belmar
194742,40.4069,-80.0358,0,0,0,0,0,0,0,0,Banksville
194744,40.3821,-79.9951,0,0,0,1,0,0,0,0,Overbrook
194745,40.4576,-80.0732,0,0,0,0,0,0,0,0,Chartiers City
194748,40.4283,-79.9729,0,0,0,0,0,0,0,0,South Side Flats
194752,40.4379,-79.9307,0,0,0,1,0,0,0,0,Squirrel Hill North
194755,40.4689,-80.0014,0,0,0,0,0,0,0,0,Spring Hill-City View
194756,40.4326,-79.9275,0,0,0,1,0,0,0,0,Squirrel Hill South
194757,40.4595,-79.9297,0,0,0,0,0,0,0,0,East Liberty
194758,40.4473,-79.9898,0,0,0,1,0,0,0,0,Strip District
194764,40.4567,-80.0301,0,0,0,0,0,0,0,0,Chateau
194770,40.4351,-79.9564,0,0,0,1,0,0,0,0,South Oakland
194773,40.4637,-79.9017,0,0,0,0,0,0,0,0,Homewood West
194775,40.4482,-80.0078,1,0,0,0,0,0,0,0,North Shore
194776,40.4612,-79.9242,0,0,0,0,0,0,0,0,East Liberty
194778,40.4586,-79.9263,0,0,0,1,0,0,0,0,Shadyside
194779,40.4676,-79.9609,0,0,0,0,0,0,0,0,Central Lawrenceville
194780,40.4482,-79.9783,0,0,0,1,0,0,0,0,Middle Hill
194784,40.454,-79.9124,0,0,0,0,1,0,0,0,Point Breeze
194792,40.4514,-79.9203,0,0,0,0,0,0,0,0,Squirrel Hill North
194794,40.4106,-80.0056,0,0,0,0,0,0,0,0,Bon Air
194797,40.4852,-79.9462,0,0,0,1,0,0,0,0,Stanton Heights
194802,40.471,-80.0086,0,0,1,1,0,0,0,0,Perry South
194805,40.4259,-79.9015,0,0,0,1,0,0,0,0,Swisshelm Park
194810,40.4395,-80.0327,0,0,0,0,0,0,0,0,West End
194812,40.429,-79.9311,0,0,0,0,0,0,0,0,Squirrel Hill South
194817,40.4541,-79.9968,0,0,0,1,0,0,0,0,East Allegheny
194819,40.4369,-80.0026,0,0,0,1,0,0,0,0,Central Business District
194824,40.4382,-79.9759,0,0,0,1,0,0,0,0,West Oakland
194826,40.4247,-79.9724,0,0,0,0,0,0,0,0,South Side Slopes
194829,40.4678,-79.9281,0,0,0,0,0,0,0,0,Garfield
194838,40.4278,-79.9243,0,0,0,1,0,0,0,0,Squirrel Hill South
194851,40.487,-79.9166,1,0,0,0,0,0,0,0,Highland Park
194857,40.4579,-79.8918,0,0,0,1,0,0,0,0,Homewood North
194858,40.4391,-79.9938,0,0,0,0,1,0,0,0,Central Business District
194860,40.4388,-79.9607,0,0,0,0,0,0,0,0,Central Oakland
194868,40.4642,-79.9256,0,0,0,1,0,0,0,0,East Liberty
194869,40.4497,-79.8842,0,0,0,0,0,0,0,0,East Hills
194876,40.4099,-80.0317,0,0,0,0,0,0,0,0,Beechview
194877,40.4301,-80.0086,0,0,0,0,0,0,0,0,Mount Washington
194880,40.4296,-79.999,0,0,0,0,0,0,0,0,South Shore
194881,40.4555,-80.0066,0,0,0,0,1,0,0,0,Central Northside
194889,40.429,-79.9776,0,0,0,0,0,0,0,0,South Side Flats
194890,40.472,-79.9594,0,0,0,0,0,0,0,0,Central Lawrenceville
194896,40.4366,-79.9663,0,0,0,1,0,0,0,0,West Oakland
194897,40.4144,-80.0094,0,0,0,0,1,0,0,0,Beltzhoover
194901,40.438,-79.9162,0,0,1,1,0,0,0,0,Squirrel Hill South
194903,40.4284,-79.9279,0,0,0,1,0,0,0,0,Greenfield
194905,40.4347,-80.0174,0,0,0,0,0,0,0,0,Mount Washington
194906,40.4829,-80.0365,0,0,0,1,0,0,0,0,Brighton Heights
194907,40.4265,-79.9528,0,0,0,1,0,0,0,1,South Oakland
194915,40.4409,-79.9278,0,0,1,1,0,0,0,0,Squirrel Hill North
194918,40.4044,-79.9759,0,0,0,0,0,0,0,0,St. Clair
194919,40.4275,-80.0005,0,0,0,0,0,0,0,0,Mount Washington
194922,40.4666,-79.9783,0,0,0,1,0,0,0,0,Troy Hill
194923,40.4587,-79.9983,0,0,0,0,1,0,0,0,East Allegheny
194926,40.4544,-79.9478,0,0,0,0,0,0,0,0,Bloomfield
194928,40.4979,-80.0129,0,0,0,1,0,0,0,0,Summer Hill
194929,40.4378,-79.9946,0,0,0,0,0,0,0,0,Central Business District
194931,40.4557,-80.0057,0,0,0,0,0,0,0,0,Central Northside
194934,40.4546,-79.9693,0,0,0,0,0,0,0,0,Bedford Dwellings
194935,40.413,-80.0079,0,0,0,1,1,0,0,0,Beltzhoover
194946,40.4359,-79.9259,0,0,0,0,0,0,0,0,Squirrel Hill South
194947,40.3722,-79.9171,0,0,0,0,0,0,0,0,Lincoln Place
194949,40.4875,-79.9181,0,0,0,1,0,0,0,0,Morningside
194950,40.4607,-80.0552,0,0,0,0,0,0,0,0,Sheraden
194953,40.4227,-79.9417,0,0,0,0,0,0,0,0,Greenfield
194955,40.4334,-79.9583,0,0,0,1,0,0,0,0,South Oakland
194956,40.4728,-79.9405,0,0,0,0,0,0,0,0,Central Lawrenceville
194962,40.4796,-80.0438,0,0,0,0,0,0,0,0,Brighton Heights
194963,40.4486,-80.0023,0,0,0,1,0,0,0,0,North Shore
194964,40.4218,-80.0043,0,0,0,1,0,0,0,0,Mount Washington
194966,40.4867,-79.915,0,0,0,1,0,0,0,0,Highland Park
194967,40.4353,-79.9937,0,0,0,1,0,0,0,0,Bluff
194974,40.4229,-79.9675,0,0,0,0,0,0,0,0,South Side Slopes
194976,40.436,-79.9229,0,0,0,1,0,0,0,0,Squirrel Hill South
194979,40.4157,-80.0136,0,0,0,1,0,0,0,0,Mount Washington
194981,40.4389,-80.0071,0,0,0,1,0,0,0,0,Central Business District
194997,40.4569,-79.8941,0,0,0,1,0,0,0,0,Homewood North
195000,40.4248,-79.9901,0,0,0,0,0,0,0,0,Allentown
195004,40.4567,-80.0001,0,0,0,0,0,0,0,0,East Allegheny
195011,40.432,-79.9586,0,0,0,0,0,0,0,0,South Oakland
195014,40.4833,-79.9079,0,0,0,0,1,0,0,0,Lincoln-Lemington-Belmar
195020,40.4773,-79.9538,0,0,0,0,0,0,0,0,Central Lawrenceville
195021,40.4424,-79.9999,0,0,0,0,0,0,0,0,Central Business District
195023,40.454,-79.9124,0,0,0,1,0,0,0,0,Point Breeze
195025,40.4618,-80.0523,1,0,0,0,0,0,0,0,Esplen
195026,40.4431,-79.9974,0,0,0,0,0,0,0,0,Central Business District
195027,40.4638,-80.0285,0,0,0,0,1,0,0,0,Marshall-Shadeland
195032,40.4258,-80.0199,0,0,0,0,0,1,1,0,Duquesne Heights
195034,40.4631,-79.9241,0,0,0,0,0,0,0,0,East Liberty
195035,40.443,-80.0392,0,0,0,0,0,0,0,0,Elliott
195036,40.4806,-79.9423,1,0,0,0,0,0,0,0,Stanton Heights
195037,40.4426,-80.0297,1,0,0,0,0,0,0,0,Duquesne Heights
195039,40.4408,-80.0068,0,0,0,0,0,0,0,0,Central Business District
195047,40.4615,-79.9285,0,0,0,1,0,0,0,0,East Liberty
195048,40.4299,-80.0041,0,0,0,1,0,0,0,0,Mount Washington
195050,40.4413,-80.0203,0,0,0,1,0,0,0,0,South Shore
195051,40.4345,-79.9898,0,0,1,1,0,0,0,0,Bluff
